caseid,wt2,wt2a,knowledge,sex,race,age,female,white,oftenvote,conservative,prayfreq,heterosexual,married,yrsofschool,income,speaker,vp,pm,cj
1487,1.5659,151622.097817,0,1. Male respondent selected,1. White,86,0,1,Always,,Never,,0,8,3,0,0,0,0
1488,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,4. Other race,23,0,0,Seldom,3,Once/week,1,0,15,,,,,
1489,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,4. Other race,76,1,0,Always,5,Few times a week,1,0,5,,,,,
1490,1.7124,165805.577726,2,2. Female respondent selected,1. White,47,1,1,Seldom,4,Several/Day,1,0,11,4,0,1,1,0
1491,1.0947,105999.340654,4,2. Female respondent selected,1. White,62,1,1,Always,7,Several/Day,1,0,14,12,1,1,1,1
1492,.75190002,72806.328632,3,1. Male respondent selected,2. Black/African-American,39,0,0,Always,6,Few times a week,1,1,16,17,1,1,0,1
1493,.52069998,50420.929812,3,1. Male respondent selected,2. Black/African-American,50,0,0,Always,,Once/week,1,1,12,12,0,1,1,1
1494,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,38,1,1,Part of the Time,4,Once/week,1,1,10,8,,,,
1495,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,4. Other race,47,0,0,Seldom,5,Never,1,1,14,15,,,,
1496,1.7627,170677.24825,1,2. Female respondent selected,1. White,20,1,1,Seldom,,Daily,1,0,14,12,0,1,0,0
1497,.35179999,34067.479161,1,2. Female respondent selected,2. Black/African-American,26,1,0,Part of the Time,4,Few times a week,1,0,17,13,0,1,0,0
1498,.2208,21375.530953,1,2. Female respondent selected,2. Black/African-American,41,1,0,Nearly Always,2,Daily,1,0,14,9,0,1,0,0
1499,.53649998,51948.314594,1,2. Female respondent selected,2. Black/African-American,22,1,0,Seldom,,Never,1,0,12,10,0,1,0,0
1500,.2762,26742.416807,3,1. Male respondent selected,2. Black/African-American,45,0,0,Nearly Always,,Once/week,1,0,16,18,1,1,1,0
1501,.2357,22818.915283,0,2. Female respondent selected,1. White,37,1,1,Seldom,,Once/week,1,0,14,3,0,0,0,0
1502,.19310001,18693.038376,0,1. Male respondent selected,2. Black/African-American,56,0,0,Seldom,,Several/Day,1,0,13,5,0,0,0,0
1503,.44150001,42751.061907,1,2. Female respondent selected,2. Black/African-American,48,1,0,Always,,Several/Day,1,0,14,15,0,1,0,0
1504,.19310001,18693.038376,2,1. Male respondent selected,2. Black/African-American,52,0,0,Seldom,2,Daily,1,0,14,15,0,0,1,1
1505,.58920002,57055.162757,1,1. Male respondent selected,2. Black/African-American,28,0,0,Seldom,,Once/week,1,0,12,6,0,1,0,0
1506,.38609999,37386.076751,4,1. Male respondent selected,2. Black/African-American,49,0,0,Always,4,Never,1,0,14,12,1,1,1,1
1507,.5485,53106.359195,0,2. Female respondent selected,2. Black/African-American,41,1,0,Always,,Several/Day,1,0,10,2,0,0,0,0
1508,.24150001,23386.41434,2,2. Female respondent selected,2. Black/African-American,54,1,0,Always,1,Several/Day,1,0,17,17,1,1,0,0
1509,.5873,56871.678686,0,2. Female respondent selected,4. Other race,23,1,0,Part of the Time,2,Once/week,1,0,16,15,0,0,0,0
1510,.19310001,18693.038376,1,1. Male respondent selected,2. Black/African-American,51,0,0,Seldom,,Never,1,0,14,13,0,1,0,0
1511,.2288,22154.406493,3,1. Male respondent selected,2. Black/African-American,38,0,0,Always,3,Daily,1,0,17,20,1,1,0,1
1512,1.0978,106297.015642,0,2. Female respondent selected,4. Other race,32,1,0,Part of the Time,2,Several/Day,1,0,15,13,0,0,0,0
1513,2.3004999,222758.520739,0,1. Male respondent selected,4. Other race,61,0,0,Nearly Always,5,Once/week,1,0,17,3,0,0,0,0
1514,2.5409,246036.044184,0,2. Female respondent selected,4. Other race,54,1,0,Nearly Always,5,Never,1,0,13,13,0,0,0,0
1515,.79369998,76855.092848,2,1. Male respondent selected,2. Black/African-American,50,0,0,Always,,Daily,1,1,17,14,1,1,0,0
1516,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,4. Other race,30,1,0,Seldom,4,Daily,1,0,12,11,,,,
1517,.90759999,87883.96958800001,4,1. Male respondent selected,2. Black/African-American,46,0,0,Nearly Always,,Few times a week,1,0,17,19,1,1,1,1
1518,1.6515,159909.203997,0,2. Female respondent selected,1. White,45,1,1,Part of the Time,2,Few times a week,1,1,14,16,0,0,0,0
1519,.63440001,61431.187315,0,1. Male respondent selected,2. Black/African-American,52,0,0,Nearly Always,,Daily,1,1,14,18,0,0,0,0
1520,2.2052,213530.233335,2,2. Female respondent selected,1. White,29,1,1,Always,5,Once/week,1,0,17,18,0,1,1,0
1521,1.2091,117075.918685,1,1. Male respondent selected,4. Other race,59,0,0,Seldom,3,Daily,,0,15,4,0,1,0,0
1522,1.4285001,138324.890292,0,2. Female respondent selected,1. White,78,1,1,Always,4,Daily,1,0,13,14,0,0,0,0
1523,1.2091,117075.918685,4,2. Female respondent selected,1. White,50,1,1,Nearly Always,4,Once/week,1,0,15,19,1,1,1,1
1524,.53609997,51905.691108,1,2. Female respondent selected,2. Black/African-American,30,1,0,Nearly Always,4,Several/Day,1,1,12,9,0,1,0,0
1525,.75999999,73592.68005900001,1,2. Female respondent selected,2. Black/African-American,40,1,0,Always,,Once/week,1,0,12,16,0,1,0,0
1526,.66460001,64357.268856,1,2. Female respondent selected,2. Black/African-American,54,1,0,Nearly Always,1,Several/Day,1,0,12,3,0,0,0,1
1527,3.7042999,358679.696587,0,2. Female respondent selected,4. Other race,28,1,0,Seldom,4,Never,1,1,14,15,0,0,0,0
1528,2.1277001,206026.786996,2,2. Female respondent selected,1. White,51,1,1,Always,6,Several/Day,1,1,12,16,1,1,0,0
1529,2.5409,246036.044184,1,2. Female respondent selected,4. Other race,55,1,0,Always,3,Once/week,1,1,17,,0,0,1,0
1530,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,46,1,1,Seldom,,Few times a week,1,0,12,12,,,,
1531,1.9263999,186534.548042,1,1. Male respondent selected,1. White,60,0,1,Always,,Few times a week,1,1,12,17,0,1,0,0
1532,2.0143001,195042.252086,1,2. Female respondent selected,1. White,37,1,1,Nearly Always,,Once/week,1,1,12,18,0,1,0,0
1533,1.2743,123387.383715,3,1. Male respondent selected,1. White,48,0,1,Nearly Always,7,Several/Day,1,0,12,15,1,1,0,1
1534,2.0309999,196659.528423,2,2. Female respondent selected,1. White,49,1,1,Nearly Always,2,Few times a week,1,1,13,14,0,1,0,1
1535,2.0309999,196659.528423,2,2. Female respondent selected,1. White,53,1,1,Nearly Always,7,Several/Day,1,1,13,1,0,1,0,1
1536,2.0143001,195042.252086,1,2. Female respondent selected,1. White,35,1,1,Seldom,3,Several/Day,1,0,12,1,0,1,0,0
1537,1.5659,151622.097817,2,2. Female respondent selected,1. White,72,1,1,Seldom,,Few times a week,1,0,6,4,0,1,1,0
1538,3.1019001,300352.843395,2,2. Female respondent selected,1. White,23,1,1,Seldom,,Never,0,1,12,1,1,0,0,1
1539,2.0143001,195042.252086,1,1. Male respondent selected,1. White,33,0,1,Always,,Never,1,1,12,18,0,0,1,0
1540,.83399999,80753.217064,3,2. Female respondent selected,1. White,66,1,1,Always,5,Few times a week,1,1,11,7,0,1,1,1
1541,.4698,45493.314364,1,2. Female respondent selected,2. Black/African-American,52,1,0,Always,,Several/Day,1,1,12,13,0,1,0,0
1542,1.0883,105379.711064,0,2. Female respondent selected,1. White,70,1,1,Always,4,Several/Day,1,1,11,,0,0,0,0
1543,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,1. White,73,0,1,Always,,Several/Day,,1,12,17,,,,
1544,.74150002,71800.02931500001,1,2. Female respondent selected,1. White,52,1,1,Always,6,Daily,1,1,14,13,0,1,0,0
1545,.84539998,81857.139022,0,1. Male respondent selected,1. White,41,0,1,Nearly Always,3,Once/week,1,1,14,12,0,0,0,0
1546,.77679998,75219.998058,1,2. Female respondent selected,1. White,51,1,1,Seldom,,Once/week,1,1,12,11,0,0,0,1
1547,.94870001,91858.414882,1,2. Female respondent selected,1. White,29,1,1,Part of the Time,2,Few times a week,1,0,12,14,0,1,0,0
1548,.84539998,81857.139022,0,1. Male respondent selected,1. White,47,0,1,Nearly Always,6,Daily,1,1,13,13,0,0,0,0
1549,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,23,1,1,Part of the Time,2,Once/week,0,0,12,7,,,,
1550,.88559997,85756.146578,0,1. Male respondent selected,1. White,41,0,1,Always,,Daily,1,1,12,4,0,0,0,0
1551,.4061,39324.456553,0,2. Female respondent selected,4. Other race,32,1,0,Always,,Few times a week,0,0,12,1,0,0,0,0
1552,.73540002,71209.564722,2,2. Female respondent selected,1. White,36,1,1,Always,7,Several/Day,1,1,12,11,0,1,1,0
1553,.77679998,75219.998058,2,2. Female respondent selected,1. White,54,1,1,Always,5,Few times a week,1,1,12,17,1,1,0,0
1554,.74150002,71800.02931500001,3,2. Female respondent selected,1. White,53,1,1,Always,2,Once/week,1,1,14,17,1,1,0,1
1555,.73540002,71209.564722,1,1. Male respondent selected,1. White,36,0,1,Part of the Time,,Once/week,1,1,12,10,0,1,0,0
1556,1.069,103508.532321,3,2. Female respondent selected,1. White,66,1,1,Nearly Always,4,Few times a week,1,0,17,3,1,1,0,1
1557,1.7868,173018.215219,2,2. Female respondent selected,1. White,37,1,1,Always,5,Several/Day,1,1,14,12,1,1,0,0
1558,1.7903,173352.895601,2,1. Male respondent selected,1. White,63,0,1,Always,4,Once/week,1,1,12,12,1,1,0,0
1559,1.872,181259.394137,0,1. Male respondent selected,1. White,38,0,1,Seldom,,Daily,1,1,12,13,0,0,0,0
1560,.98869997,95733.847891,1,2. Female respondent selected,1. White,59,1,1,Nearly Always,,Once/week,1,0,12,10,0,0,1,0
1561,1.7089,165471.19526,1,2. Female respondent selected,1. White,65,1,1,Nearly Always,4,Several/Day,1,1,14,12,0,1,0,0
1562,1.9773999,191467.695781,3,2. Female respondent selected,1. White,54,1,1,Nearly Always,6,Several/Day,1,1,12,12,1,1,0,1
1563,2.3362999,226218.579455,1,1. Male respondent selected,1. White,75,0,1,Always,6,Few times a week,1,1,12,17,0,1,0,0
1564,2.1277001,206026.786996,0,1. Male respondent selected,5. White and another race,58,0,0,Always,,Once/week,1,1,12,12,0,0,0,0
1565,2.1519001,208362.113754,1,2. Female respondent selected,1. White,48,1,1,Nearly Always,5,Few times a week,1,1,14,16,0,1,0,0
1566,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,62,1,1,Seldom,,Few times a week,1,1,12,4,,,,
1567,2.0143001,195042.252086,0,2. Female respondent selected,1. White,34,1,1,Always,,Never,1,1,12,1,0,0,0,0
1568,2.2544,218286.788199,1,1. Male respondent selected,1. White,42,0,1,Seldom,,Daily,1,1,12,12,0,1,0,0
1569,3.1019001,300352.843395,0,2. Female respondent selected,1. White,18. 18 years old,1,1,Part of the Time,,Several/Day,1,0,12,1,0,0,0,0
1570,2.3613999,228649.658357,1,1. Male respondent selected,1. White,50,0,1,Seldom,,Never,1,1,16,25,0,1,0,0
1571,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,1. White,41,0,1,Seldom,5,Once/week,1,1,16,18,,,,
1572,1.2743,123387.383715,2,1. Male respondent selected,1. White,43,0,1,Seldom,6,Once/week,1,0,12,15,1,1,0,0
1573,1.012,97988.34104499999,1,1. Male respondent selected,1. White,68,0,1,Nearly Always,5,Few times a week,1,1,12,25,1,0,0,0
1574,1.9263999,186534.548042,2,1. Male respondent selected,1. White,69,0,1,Always,7,Few times a week,1,1,12,14,1,1,0,0
1575,2.0309999,196659.528423,1,1. Male respondent selected,1. White,59,0,1,Always,6,Few times a week,1,1,13,,0,0,0,1
1576,1.9263999,186534.548042,0,2. Female respondent selected,1. White,67,1,1,Always,,Several/Day,1,1,12,,0,0,0,0
1577,2.4258001,234885.187461,2,2. Female respondent selected,1. White,47,1,1,Nearly Always,7,Several/Day,1,0,12,17,1,1,0,0
1578,1.8388,178053.527832,2,2. Female respondent selected,1. White,64,1,1,Always,3,Several/Day,1,1,16,14,1,1,0,0
1579,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,1. White,47,1,1,Always,2,Several/Day,1,0,12,12,,,,
1580,.44929999,43502.258279,1,2. Female respondent selected,2. Black/African-American,41,1,0,Nearly Always,4,Several/Day,1,0,12,11,0,1,0,0
1581,.37220001,36038.878619,3,1. Male respondent selected,2. Black/African-American,35,0,0,Always,4,Once/week,1,0,11,1,1,1,1,0
1582,.375,36313.331364,2,2. Female respondent selected,2. Black/African-American,50,1,0,Seldom,4,Once/week,1,0,15,14,0,1,0,1
1583,.40360001,39082.048644,3,2. Female respondent selected,2. Black/African-American,62,1,0,Nearly Always,1,Several/Day,1,0,12,7,0,1,1,1
1584,.79960001,77425.670923,4,2. Female respondent selected,1. White,66,1,1,Seldom,6,Never,1,0,16,7,1,1,1,1
1585,.53039998,51354.620889,0,2. Female respondent selected,2. Black/African-American,57,1,0,Nearly Always,1,Several/Day,1,0,10,1,0,0,0,0
1586,1.6863,163281.235382,2,2. Female respondent selected,1. White,46,1,1,Nearly Always,4,Daily,1,1,12,15,1,1,0,0
1587,1.6681,161520.779304,0,2. Female respondent selected,1. White,71,1,1,Always,6,Several/Day,1,0,13,3,0,0,0,0
1588,.48820001,47273.408761,4,2. Female respondent selected,2. Black/African-American,49,1,0,Always,3,Several/Day,1,0,14,3,1,1,1,1
1589,.63910002,61887.257138,0,2. Female respondent selected,1. White,68,1,1,Always,3,Never,1,0,13,10,0,0,0,0
1590,.60100001,58194.962053,3,1. Male respondent selected,2. Black/African-American,31,0,0,Always,4,Daily,1,0,15,12,1,1,1,0
1591,.83410001,80760.389652,0,1. Male respondent selected,1. White,77,0,1,Always,1,Daily,1,0,13,10,0,0,0,0
1592,.62959999,60966.896175,0,1. Male respondent selected,2. Black/African-American,30,0,0,Seldom,2,Several/Day,1,0,12,8,0,0,0,0
1593,.9012,87262.076763,3,1. Male respondent selected,2. Black/African-American,41,0,0,Always,,Several/Day,1,1,11,14,1,1,1,0
1594,.79589999,77066.461379,2,2. Female respondent selected,5. White and another race,48,1,0,Always,4,Few times a week,1,0,12,12,0,1,0,1
1595,1.8961999,183607.459855,2,1. Male respondent selected,1. White,68,0,1,Seldom,6,Never,1,1,12,7,1,1,0,0
1596,1.5918,154132.922758,2,1. Male respondent selected,1. White,43,0,1,Part of the Time,4,Few times a week,1,0,12,24,1,1,0,0
1597,.47130001,45637.830566,0,1. Male respondent selected,4. Other race,29,0,0,Part of the Time,,Few times a week,1,0,15,5,0,0,0,0
1598,.82480001,79866.791575,0,1. Male respondent selected,1. White,86,0,1,Nearly Always,,Once/week,1,0,12,14,0,0,0,0
1599,.7597,73562.540935,1,1. Male respondent selected,1. White,46,0,1,Part of the Time,5,Daily,1,0,16,18,1,0,0,0
1600,1.8961999,183607.459855,2,1. Male respondent selected,1. White,65,0,1,Always,,Daily,1,1,12,7,1,1,0,0
1601,1.0929,105826.995148,2,1. Male respondent selected,1. White,46,0,1,Always,5,Never,1,1,13,18,1,1,0,0
1602,1.2641,122404.973237,2,2. Female respondent selected,1. White,67,1,1,Always,,Several/Day,1,0,12,12,0,1,0,1
1603,1.9428999,188132.070617,3,1. Male respondent selected,1. White,24,0,1,Seldom,,Few times a week,1,0,13,12,0,1,1,1
1604,.73449999,71121.211075,3,2. Female respondent selected,2. Black/African-American,27,1,0,Nearly Always,3,Few times a week,1,0,17,10,0,1,1,1
1605,1.1998,116176.741478,0,2. Female respondent selected,1. White,70,1,1,Always,5,Daily,1,0,15,13,0,0,0,0
1606,.96139997,93087.516613,1,1. Male respondent selected,5. White and another race,30,0,0,Nearly Always,4,Daily,1,0,14,14,0,1,0,0
1607,2.5139,243420.107469,2,1. Male respondent selected,1. White,75,0,1,Always,5,Several/Day,1,1,12,12,1,1,0,0
1608,1.0639,103013.733492,1,2. Female respondent selected,1. White,54,1,1,Nearly Always,4,Several/Day,1,0,12,10,0,1,0,0
1609,.75999999,73592.68005900001,1,2. Female respondent selected,2. Black/African-American,47,1,0,Nearly Always,6,Several/Day,1,0,12,14,0,1,0,0
1610,.64340001,62303.061455,0,1. Male respondent selected,2. Black/African-American,54,0,0,Nearly Always,4,Several/Day,1,,,,0,0,0,0
1611,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,1. White,49,0,1,Always,2,Never,0,0,16,20,,,,
1612,1.0072,97521.44791,2,2. Female respondent selected,1. White,35,1,1,Part of the Time,4,Never,1,0,12,18,0,1,0,1
1613,.96820003,93750.58030099999,2,1. Male respondent selected,2. Black/African-American,22,0,0,Nearly Always,3,Few times a week,1,1,12,15,0,1,0,1
1614,2.1277001,206026.786996,0,2. Female respondent selected,1. White,57,1,1,Always,4,Few times a week,1,0,12,17,0,0,0,0
1615,.4161,40287.407693,2,1. Male respondent selected,2. Black/African-American,26,0,0,Always,,Several/Day,1,0,12,13,0,1,1,0
1616,.23980001,23220.686836,1,1. Male respondent selected,2. Black/African-American,59,0,0,Nearly Always,1,Daily,1,0,12,,0,1,0,0
1617,.2577,24956.385373,2,2. Female respondent selected,2. Black/African-American,61,1,0,Always,,Several/Day,1,1,12,13,0,1,0,1
1618,.54110003,52398.570634,1,2. Female respondent selected,2. Black/African-American,34,1,0,Seldom,2,Daily,1,0,12,3,0,1,0,0
1619,.24600001,23821.712944,3,2. Female respondent selected,2. Black/African-American,68,1,0,Always,,Several/Day,1,1,15,6,0,1,1,1
1620,.62410003,60431.111539,2,1. Male respondent selected,2. Black/African-American,20,0,0,Seldom,,Several/Day,1,0,12,,0,0,1,1
1621,.2022,19583.221492,3,2. Female respondent selected,2. Black/African-American,53,1,0,Always,,Several/Day,1,0,12,20,1,0,1,1
1622,.9867,95541.10163799999,2,1. Male respondent selected,2. Black/African-American,20,0,0,Seldom,5,Daily,1,0,11,1,1,1,0,0
1623,.2022,19583.221492,1,1. Male respondent selected,2. Black/African-American,55,0,0,Always,4,,1,0,12,13,0,1,0,0
1624,.21789999,21103.179883,3,2. Female respondent selected,2. Black/African-American,62,1,0,Always,,Several/Day,1,0,16,15,1,1,0,1
1625,.23729999,22976.632167,2,2. Female respondent selected,2. Black/African-American,79,1,0,Nearly Always,,Daily,1,0,11,9,0,0,1,1
1626,.62410003,60431.111539,0,1. Male respondent selected,2. Black/African-American,20,0,0,Seldom,4,Once/week,1,0,12,,0,0,0,0
1627,.39719999,38455.691679,2,1. Male respondent selected,2. Black/African-American,26,0,0,Part of the Time,3,Few times a week,1,0,14,12,1,1,0,0
1628,.23729999,22976.632167,2,2. Female respondent selected,2. Black/African-American,72,1,0,Nearly Always,1,Several/Day,,0,12,4,0,0,1,1
1629,.91170001,88274.359385,1,2. Female respondent selected,1. White,75,1,1,Always,6,Several/Day,1,0,9,,1,0,0,0
1630,.29460001,28527.288551,4,1. Male respondent selected,2. Black/African-American,21,0,0,Seldom,,Several/Day,1,0,12,1,1,1,1,1
1631,0. No Post-election interview,0. No Post-election interview,,1. Male respondent selected,2. Black/African-American,46,0,0,Always,,Several/Day,1,0,15,4,,,,
1632,1.148,111164.185464,0,2. Female respondent selected,2. Black/African-American,19,1,0,Seldom,,Daily,1,0,11,,0,0,0,0
1633,.2834,27438.566457,4,2. Female respondent selected,2. Black/African-American,78,1,0,Always,,Several/Day,1,0,16,12,1,1,1,1
1634,.2834,27438.566457,2,1. Male respondent selected,2. Black/African-American,71,0,0,Nearly Always,4,Several/Day,1,0,16,8,1,1,0,0
1635,0. No Post-election interview,0. No Post-election interview,,2. Female respondent selected,2. Black/African-American,48,1,0,Always,,Several/Day,1,0,13,16,,,,
1636,.23729999,22976.632167,0,2. Female respondent selected,2. Black/African-American,78,1,0,Always,,Several/Day,1,0,12,4,0,0,0,0
1637,.3351,32448.54294,2,2. Female respondent selected,2. Black/African-American,77,1,0,Nearly Always,,Several/Day,1,1,12,,0,1,1,0
1638,.28119999,27230.260664,0,2. Female respondent selected,2. Black/African-American,28,1,0,Nearly Always,,Several/Day,1,0,14,12,0,0,0,0
1639,.67119998,64989.386561,2,1. Male respondent selected,1. White,38,0,1,Seldom,4,Once/week,1,0,12,9,0,1,1,0
1640,1.6166,156530.639717,1,2. Female respondent selected,1. White,45,1,1,Seldom,4,Daily,1,0,11,11,0,1,0,0
1641,1.9168,185605.262478,2,2. Female respondent selected,"7. White, black and another race",47,1,0,Always,,Several/Day,1,1,11,12,1,1,0,0
1642,.75760001,73362.041591,2,2. Female respondent selected,4. Other race,19,1,0,Seldom,5,Few times a week,1,0,12,4,0,0,1,1
1643,1.9367,187531.102641,1,2. Female respondent selected,1. White,46,1,1,Always,3,Several/Day,1,1,12,1,0,0,1,0
1644,.62180001,60212.394203,4,2. Female respondent selected,4. Other race,56,1,0,Always,4,Daily,0,0,17,19,1,1,1,1
